SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	SEX	HAIR	HL
0106AAAF	0306AAAF	MGMageApprentice10	Mage Apprentice	M	0TheTruth	0TheTruthHL
0106AAB0	0306AAB0	MGMageScholar4	Mage Scholar	F	0Laurell	0LaurellHL
0106AAB1	0306AAB1	MGMageScholar5	Mage Scholar	M	0RedRobin	0RedRobinHL
0106AAB2	0306AAB2	MGMageScholar6	Mage Scholar	M	0RedRobin	0RedRobinHL
0106B32B	0306B32B	SnakgraBura	Snak gra-Bura	F	0Leona	0LeonaHL
0106B592	0306B592	ImperialLegionForester4	Imperial Legion Forester	M	0TheTruth	0TheTruthHL
0106BD29	0306BD29	FGD06DeadGuy04	Mattius Wotrus	M	0TheTruth	0TheTruthHL
0106BD2B	0306BD2B	FGD06DeadGuy05	Ariente	F	0Lamb	0LambHL
0106BD2D	0306BD2D	FGD06DeadGuy06	Lashana	F	0Leona	0LeonaHL
0106BFA4	0306BFA4	DeadKhajiitBandit	Dead Bandit	F	0Leona	0LeonaHL
0106C355	0306C355	VilverinBanditAmbushNPC	Bandit	M	0Victor	0VictorHL
0106C357	0306C357	VilverinBanditSittingNPC	Bandit	F	0Laurell	0LaurellHL
0106C35A	0306C35A	VilverinBanditBoss	Bandit Ringleader	M	0Theo	0TheoHL
0106C35D	0306C35D	VilverinBanditFurnitureKhajiit	Bandit	F	0Laurell	0LaurellHL
0106D1F4	0306D1F4	SE11Apostle08	Apostle	M	0RedRobin	0RedRobinHL
0106E629	0306E629	ICPalaceGuardCryptPatrol	Palace Guard	M	0TheTruth	0TheTruthHL
0106E632	0306E632	ICPalaceGuardCryptPost	Palace Guard	M	0RedRobin	0RedRobinHL
0106E7EF	0306E7EF	LorgrenBenirusNPC	Lorgren Benirus	M	0TheTruth	0TheTruthHL
0106FDB4	0306FDB4	EmilLeyawiinGuardTest	Leyawiin City Watch	M	0Victor	0VictorHL
0106FDB6	0306FDB6	EmilChorrolGuardTest	Chorrol Guard	M	0TheTruth	0TheTruthHL
010700C0	030700C0	ImperialLegionRiderAnvil	Imperial Legion Soldier	M	0Victor	0VictorHL
010700C1	030700C1	ImperialLegionRiderGottshaw	Imperial Legion Soldier	M	0Victor	0VictorHL
010700C2	030700C2	ImperialLegionRiderCrossroads	Imperial Legion Soldier	M	0Victor	0VictorHL
010700C3	030700C3	ImperialLegionRiderRidge	Imperial Legion Soldier	M	0Theo	0TheoHL
010700C4	030700C4	ImperialLegionRiderSlope	Imperial Legion Soldier	M	0TheTruth	0TheTruthHL
010700C5	030700C5	ImperialLegionRiderFalls	Imperial Legion Soldier	M	0Theo	0TheoHL
010700C6	030700C6	ImperialLegionRiderWell	Imperial Legion Soldier	M	0Theo	0TheoHL
010700C7	030700C7	ImperialLegionRiderSardavar	Imperial Legion Soldier	M	0Theo	0TheoHL
010700C8	030700C8	ImperialLegionRiderRoxey	Imperial Legion Soldier	M	0TheTruth	0TheTruthHL
010700C9	030700C9	ImperialLegionRiderWellspring	Imperial Legion Soldier	M	0RedRobin	0RedRobinHL
010700CA	030700CA	ImperialLegionRiderAleswell	Imperial Legion Soldier	M	0Victor	0VictorHL
010700CB	030700CB	ImperialLegionRiderNikel	Imperial Legion Soldier	M	0TheTruth	0TheTruthHL
010700CC	030700CC	ImperialLegionRiderVirtue	Imperial Legion Soldier	M	0TheTruth	0TheTruthHL
010700CD	030700CD	ImperialLegionRiderRock	Imperial Legion Soldier	M	0Theo	0TheoHL
01071716	03071716	DeadBanditMale02	Dead Bandit	M	0TheTruth	0TheTruthHL
01071717	03071717	DeadBanditMale01	Dead Bandit	M	0RedRobin	0RedRobinHL
01071B91	03071B91	MS13FallenKnightE	Fallen Knight of the Thorn	M	0TheTruth	0TheTruthHL
01071B92	03071B92	MS13FallenKnightF	Fallen Knight of the Thorn	M	0Theo	0TheoHL
01071B94	03071B94	MS13FallenKnightG	Fallen Knight of the Thorn	M	0TheTruth	0TheTruthHL
01071D4B	03071D4B	ClaudiusArcadia	Claudius Arcadia	M	0RedRobin	0RedRobinHL
01071F37	03071F37	ICTalosGuardClaudiusHouse	Imperial Watch	M	0Victor	0VictorHL
01071FBF	03071FBF	SEBeggarBhisha	Bhisha	M	0RedRobin	0RedRobinHL
010727C7	030727C7	SE32TestJoelGhost	Vitharn Soldier	M	0Theo	0TheoHL
010727E2	030727E2	SE32TestJoelFanatic	Fanatic	M	0TheTruth	0TheTruthHL
010730BD	030730BD	MS13FallenKnightH	Fallen Knight of the Thorn	M	0TheTruth	0TheTruthHL
01073279	03073279	Caenlin	Caenlin	M	0TheTruth	0TheTruthHL
01073296	03073296	MS49LegionSoldier	Imperial Legion Soldier	M	0Victor	0VictorHL
010732D1	030732D1	MS49LegionArcher	Imperial Legion Archer	M	0Victor	0VictorHL
010732D3	030732D3	MS49LegionSoldier2	Imperial Legion Soldier	M	0TheTruth	0TheTruthHL
010738DB	030738DB	FirstMateFilch	First Mate Filch	M	0Victor	0VictorHL
010738DC	030738DC	ClarabellaPirate1	Pirate	F	0Laurell	0LaurellHL
010738DD	030738DD	ClarabellaPirate2	Pirate	M	0TheTruth	0TheTruthHL
010738DE	030738DE	ClarabellaPirate3	Pirate	M	0Theo	0TheoHL
01073A2F	03073A2F	DASkullArgonianMale	Corrupted Clone	M	0TheTruth	0TheTruthHL
01073A30	03073A30	DASkullArgonianFemale	Corrupted Clone	F	0Laurell	0LaurellHL
01073A31	03073A31	DASkullKhajiitMale	Corrupted Clone	M	0TheTruth	0TheTruthHL
01073A32	03073A32	DASkullKhajiitFemale	Corrupted Clone	F	0Lamb	0LambHL
01073A33	03073A33	DASkullBretonMale	Corrupted Clone	M	0TheTruth	0TheTruthHL
01073A34	03073A34	DASkullDarkElfMale	Corrupted Clone	M	0Theo	0TheoHL
01073A35	03073A35	DASkullHighElfMale	Corrupted Clone	M	0Theo	0TheoHL
01073A36	03073A36	DASkullImperialMale	Corrupted Clone	M	0Victor	0VictorHL
01073A37	03073A37	DASkullNordMale	Corrupted Clone	M	0RedRobin	0RedRobinHL
01073A38	03073A38	DASkullOrcMale	Corrupted Clone	M	0TheTruth	0TheTruthHL
01073A39	03073A39	DASkullRedguardMale	Corrupted Clone	M	0TheTruth	0TheTruthHL
01073A3A	03073A3A	DASkullWoodElfMale	Corrupted Clone	M	0Victor	0VictorHL
01073A3B	03073A3B	DASkullBretonFemale	Corrupted Clone	F	0Koala	0KoalaHL
01073A3C	03073A3C	DASkullDarkElfFemale	Corrupted Clone	F	0Laurell	0LaurellHL
01073A3D	03073A3D	DASkullHighElfFemale	Corrupted Clone	F	0Leona	0LeonaHL
01073A3E	03073A3E	DASkullImperialFemale	Corrupted Clone	F	0Koala	0KoalaHL
01073A3F	03073A3F	DASkullNordFemale	Corrupted Clone	F	0Lenore	0LenoreHL
01073A40	03073A40	DASkullOrcFemale	Corrupted Clone	F	0Koala	0KoalaHL
01073A41	03073A41	DASkullRedguardFemale	Corrupted Clone	F	0Laurell	0LaurellHL
01073A42	03073A42	DASkullWoodElfFemale	Corrupted Clone	F	0Koala	0KoalaHL
01074A94	03074A94	EduardHodge	Eduard Hodge	M	0RedRobin	0RedRobinHL
010752EE	030752EE	ICArenaPostDay01	Imperial Watch	M	0TheTruth	0TheTruthHL
010752EF	030752EF	ICArenaPostNight01	Imperial Watch	M	0RedRobin	0RedRobinHL
010752F0	030752F0	ICArenaPostNight02	Imperial Watch	M	0Theo	0TheoHL
010752F1	030752F1	ICArenaPatrolDay01	Imperial Watch	M	0Theo	0TheoHL
010752F2	030752F2	ICArboretumPostDay01	Imperial Watch	M	0Theo	0TheoHL
010752F3	030752F3	ICArboretumPostNight01	Imperial Watch	M	0TheTruth	0TheTruthHL
010752F4	030752F4	ICArboretumPostDay02	Imperial Watch	M	0Victor	0VictorHL
010752F5	030752F5	ICArboretumPostNight02	Imperial Watch	M	0Theo	0TheoHL
010752F6	030752F6	ICArboretumPostDay03	Imperial Watch	M	0Theo	0TheoHL
010752F7	030752F7	ICArboretumPostNight03	Imperial Watch	M	0TheTruth	0TheTruthHL
010752F8	030752F8	ICArboretumPostNight04	Imperial Watch	M	0TheTruth	0TheTruthHL
010752F9	030752F9	ICArboretumPostDay04	Imperial Watch	M	0Theo	0TheoHL
01076467	03076467	SE32VitharnPatriach	Count Cirion	M	0RedRobin	0RedRobinHL
01076472	03076472	SE32VitharnMatriach	Countess Cirion	F	0Leona	0LeonaHL
01076904	03076904	SEXiditteGuard	Zealot Guard	M	0TheTruth	0TheTruthHL
01078207	03078207	SEPadEi	Pad-Ei	M	0Victor	0VictorHL
010785E1	030785E1	TestDead	Kill Me	M	0Victor	0VictorHL
010786EC	030786EC	SEXPxiditteC1AlchemyZealotTemplate	Zealot Neophyte	F	0Lamb	0LambHL
01078C04	03078C04	SE08WalkToPasswallKnight	Knight of Order	M	0Victor	0VictorHL
01078C31	03078C31	SEKnightOfOrder1	Knight of Order	M	0Theo	0TheoHL
01078C32	03078C32	SEKnightOfOrder5	Knight of Order	M	0TheTruth	0TheTruthHL
01079AA9	03079AA9	SE08KnightHoldPositionWimpy	Knight of Order	M	0Theo	0TheoHL
01079F74	03079F74	SEXeddefenc2PatrolGrummiteTemplate	Knight of Order	M	0Victor	0VictorHL
0107B13B	0307B13B	SE07BGoldenSaintPrivateQuartersGuard02	Golden Saint Guard	F	0Lamb	0LambHL
0107B1FE	0307B1FE	SE07BGoldenSaintPalaceGuard	Golden Saint Guard	F	0Lenore	0LenoreHL
0107B3A6	0307B3A6	SE07BGoldenSaintSiloGuard01	Golden Saint Guard	F	0Lenore	0LenoreHL
0107B3A7	0307B3A7	SE07BGoldenSaintSiloGuard02	Golden Saint Guard	F	0Leona	0LeonaHL
0107B3A8	0307B3A8	SE07BGoldenSaintSiloGuard03	Golden Saint Guard	F	0Laurell	0LaurellHL
0107B3A9	0307B3A9	SE07BGoldenSaintSiloGuard04	Golden Saint Guard	F	0Laurell	0LaurellHL
0107BA7C	0307BA7C	Dark07MercenaryMale10	Mercenary	M	0Victor	0VictorHL
0107BA7D	0307BA7D	Dark07MercenaryFemale8	Mercenary	F	0Koala	0KoalaHL
0107BA7E	0307BA7E	Dark07MercenaryMale6	Mercenary	M	0RedRobin	0RedRobinHL
0107BA7F	0307BA7F	Dark07MercenaryFemale4	Mercenary	F	0Koala	0KoalaHL
0107BA80	0307BA80	Dark07MercenaryMale2	Mercenary	M	0RedRobin	0RedRobinHL
0107D15D	0307D15D	SERottenPatrol03TEMPLATE	Zealot Neophyte	M	0Victor	0VictorHL
0107D15E	0307D15E	SERottenPatrol04TEMPLATE	Zealot Neophyte	M	0Victor	0VictorHL
0107DB28	0307DB28	SE45ZealotBoss	Zealot Crusader	M	0Theo	0TheoHL
0107DB2C	0307DB2C	SE45HereticBoss	Heretic Crusader	M	0TheTruth	0TheTruthHL
0107DB41	0307DB41	SE45HereticLackey	Heretic Lackey	M	0Theo	0TheoHL
0107DB45	0307DB45	SEXPXavaraPatrolTemplate01	Zealot Neophyte	F	0Koala	0KoalaHL
0107DB72	0307DB72	SEXPXavaraPatrolTemplate02	Zealot Neophyte	F	0Leona	0LeonaHL
0107DC03	0307DC03	SEKnottyBramZealot02Dead	Preserved Zealot	M	0TheTruth	0TheTruthHL
0107DD77	0307DD77	SE45ZealotLackey	Zealot Minion	M	0TheTruth	0TheTruthHL
0107E205	0307E205	SE07Xirethard01DarkSeducerMissile01	Dark Seducer Archer	F	0Laurell	0LaurellHL
0107E20A	0307E20A	SE07Xirethard01DarkSeducerMissile02	Dark Seducer Archer	F	0Laurell	0LaurellHL
0107E20D	0307E20D	SE07Xirethard01DarkSeducerMelee01	Dark Seducer	F	0Lenore	0LenoreHL
0107E21F	0307E21F	SE07Xirethard01DarkSeducerMelee02	Dark Seducer	F	0Lenore	0LenoreHL
0107E220	0307E220	SE07Xirethard01DarkSeducerMelee03	Dark Seducer	F	0Lamb	0LambHL
0107E22D	0307E22D	SE07Xirethard01DarkSeducerMelee04	Dark Seducer	F	0Lamb	0LambHL
0107EBFF	0307EBFF	SE07Xirethard02DarkSeducerMissile01	Dark Seducer Archer	F	0Laurell	0LaurellHL
0107EC00	0307EC00	SE07Xirethard02DarkSeducerMissile02	Dark Seducer Archer	F	0Lamb	0LambHL
0107F469	0307F469	SEObelisk11Priest	Priest of Order	M	0TheTruth	0TheTruthHL
0107F46A	0307F46A	SEObelisk12Priest	Priest of Order	M	0RedRobin	0RedRobinHL
0107F46B	0307F46B	SEObelisk13Priest	Priest of Order	M	0RedRobin	0RedRobinHL
0107F46C	0307F46C	SEObelisk14Priest	Priest of Order	M	0Victor	0VictorHL
0107F46D	0307F46D	SEObelisk15Priest	Priest of Order	M	0TheTruth	0TheTruthHL
0107F46E	0307F46E	SEObelisk16Priest	Priest of Order	M	0Theo	0TheoHL
0107F46F	0307F46F	SEObelisk17Priest	Priest of Order	M	0Victor	0VictorHL
0107F470	0307F470	SEObelisk18Priest	Priest of Order	M	0Theo	0TheoHL
0107F471	0307F471	SEObelisk19Priest	Priest of Order	M	0Victor	0VictorHL
0107F472	0307F472	SEObelisk20Priest	Priest of Order	M	0Victor	0VictorHL
0107F473	0307F473	SEObelisk01Priest	Priest of Order	M	0RedRobin	0RedRobinHL
0107F474	0307F474	SEObelisk02Priest	Priest of Order	M	0TheTruth	0TheTruthHL
0107F475	0307F475	SEObelisk03Priest	Priest of Order	M	0TheTruth	0TheTruthHL
0107F476	0307F476	SEObelisk04Priest	Priest of Order	M	0Victor	0VictorHL
0107F477	0307F477	SEObelisk05Priest	Priest of Order	M	0TheTruth	0TheTruthHL
0107F478	0307F478	SEObelisk06Priest	Priest of Order	M	0RedRobin	0RedRobinHL
0107F479	0307F479	SEObelisk07Priest	Priest of Order	M	0Theo	0TheoHL
0107F47A	0307F47A	SEObelisk08Priest	Priest of Order	M	0TheTruth	0TheTruthHL
0107F47B	0307F47B	SEObelisk09Priest	Priest of Order	M	0Theo	0TheoHL
0107F47C	0307F47C	SEObelisk10Priest	Priest of Order	M	0RedRobin	0RedRobinHL
0107FDD1	0307FDD1	SE08KnightDEAD	Knight of Order	M	0RedRobin	0RedRobinHL
010807FB	030807FB	SE08KnightOfOrderPasswallBattleTEMPLATE	Knight of Order	M	0Victor	0VictorHL
01080DD7	03080DD7	SE08KnightOfOrderPasswallIInitialAttackTEMPLATE	Knight of Order	M	0Victor	0VictorHL
01081362	03081362	SEMazaddhaDead	Ma'zaddha	M	0TheTruth	0TheTruthHL
0108146B	0308146B	SEXiditteArbiter	Zealot Arbiter	M	0Theo	0TheoHL
01081B15	03081B15	SE10Brellach05bTemplate	Knight of Order	M	0Theo	0TheoHL
01081B82	03081B82	SE10Brellach04bTemplate	Knight of Order	M	0RedRobin	0RedRobinHL
01081B83	03081B83	SE10KnightSentryTemplate	Knight of Order	M	0Victor	0VictorHL
0108209B	0308209B	XPDireWarrenAlyssa	Alyssa	F	0Koala	0KoalaHL
0108209F	0308209F	SEDireWarrenTraelius	Traelius	M	0Theo	0TheoHL
010820B0	030820B0	XPDeadVolunteer	Dead Volunteer	M	0TheTruth	0TheTruthHL
01082360	03082360	SEKnottyBramZealot01Live	Zealot Guardian	F	0Koala	0KoalaHL
01082361	03082361	SEKnottyBramZealot02Live	Zealot Guardian	M	0RedRobin	0RedRobinHL
01082362	03082362	SEKnottyBramZealot01Dead	Preserved Zealot	F	0Laurell	0LaurellHL
01082393	03082393	XPEbroccaBody01	Dead Courier	M	0Victor	0VictorHL
0108239E	0308239E	XPEbroccaBody04	Dead Wood Elf	M	0Theo	0TheoHL
010823A9	030823A9	XPEbroccaBody03	Dead Traveler	M	0RedRobin	0RedRobinHL
010823B5	030823B5	SELimark	Limark	M	0Theo	0TheoHL
010823B8	030823B8	SESaloniaViria	Salonia Viria	F	0Lamb	0LambHL
010823BA	030823BA	SELorenzBogTrotter	Lorenz Bog-Trotter	M	0RedRobin	0RedRobinHL
010823BC	030823BC	SEGadeneriRalvel	Gadeneri Ralvel	F	0Laurell	0LaurellHL
010823BE	030823BE	SEMdesi	M'desi	M	0TheTruth	0TheTruthHL
01082574	03082574	SEBrellachGuard	Golden Saint Guard	F	0Laurell	0LaurellHL
01082577	03082577	SEPinnacleRockGuard	Dark Seducer Guard	F	0Laurell	0LaurellHL
01082595	03082595	SEKilledBySheogorath	Sheogorath's Punished	M	0Victor	0VictorHL
010825AB	030825AB	SE10GoldenSaintDead	Golden Saint	F	0Lamb	0LambHL
010825AC	030825AC	SE10KnightOfOrderDead	Knight of Order	M	0Victor	0VictorHL
01082659	03082659	SE10DarkSeducerDead	Dark Seducer	F	0Leona	0LeonaHL
01082DE5	03082DE5	TestClothes	Arena Contestant	M	0Victor	0VictorHL
010837CF	030837CF	Dark09Gwendolyn	Gwendolyn	F	0Laurell	0LaurellHL
010837D0	030837D0	Fafnir	Fafnir	M	0Theo	0TheoHL
010837F1	030837F1	ICArenaPostDay02	Imperial Watch	M	0RedRobin	0RedRobinHL
010837F2	030837F2	ICArenaPatrolNight01	Imperial Watch	M	0TheTruth	0TheTruthHL
010837F3	030837F3	ICArenaPostDay03	Imperial Watch	M	0Theo	0TheoHL
010837F4	030837F4	ICArenaPostNight03	Imperial Watch	M	0TheTruth	0TheTruthHL
01084A49	03084A49	DANocturnalVoice		F	0Lamb	0LambHL
0108510F	0308510F	FrancineVelain	Francine Velain	F	0Lenore	0LenoreHL
01085110	03085110	Dhola	Dhola	F	0Koala	0KoalaHL
0108521A	0308521A	MogensWindShifter	Mogens Wind-Shifter	M	0TheTruth	0TheTruthHL
0108521B	0308521B	JBaasha	J'Baasha	M	0RedRobin	0RedRobinHL
0108521C	0308521C	Ayisha	Ayisha	F	0Lenore	0LenoreHL
0108521D	0308521D	MensaSelas	Mensa Selas	F	0Laurell	0LaurellHL
0108587F	0308587F	JeanneFrasoricDead	Jeanne Frasoric	F	0Lenore	0LenoreHL
0108592F	0308592F	Dark17Victim1	Unknown Victim	F	0Laurell	0LaurellHL
01085931	03085931	Dark17Victim2	Unknown Victim	M	0RedRobin	0RedRobinHL
0108595A	0308595A	BlackBrugo	Black Brugo	M	0TheTruth	0TheTruthHL
0108595B	0308595B	RoxyAric	Roxy Aric	F	0Lamb	0LambHL
0108595D	0308595D	Alonzo	Alonzo	M	0Victor	0VictorHL
01085969	03085969	MazogatheOrc	Mazoga the Orc	F	0Laurell	0LaurellHL
01085E4B	03085E4B	TestStair	I walk up and down stairs	M	0Victor	0VictorHL
01086753	03086753	Dark19Murderer1	Dark Brotherhood Murderer	M	0Theo	0TheoHL
01086754	03086754	Dark19Murderer2	Dark Brotherhood Murderer	F	0Laurell	0LaurellHL
01086755	03086755	Dark19Murderer3	Dark Brotherhood Murderer	M	0Victor	0VictorHL
01086772	03086772	MG17Necromancer02	Necromancer	M	0Theo	0TheoHL
0108677B	0308677B	MG17Necromancer01b	Necromancer	M	0TheTruth	0TheTruthHL
01088D28	03088D28	ChorrolGuardPrivateQuarters01	Chorrol Guard	M	0Victor	0VictorHL
01088D29	03088D29	ChorrolGuardPrivateQuarters02	Chorrol Guard	M	0RedRobin	0RedRobinHL
01088D2A	03088D2A	ChorrolGuardPrivateQuarters03	Chorrol Guard	M	0RedRobin	0RedRobinHL
01089533	03089533	SE10Pinnacle04aTemplate	Knight of Order	M	0Theo	0TheoHL
01089534	03089534	SE10Pinnacle04bTemplate	Knight of Order	M	0Victor	0VictorHL
01089535	03089535	SE10Pinnacle05bTemplate	Knight of Order	M	0Theo	0TheoHL
010897C0	030897C0	DASheogorathVoice		M	0Theo	0TheoHL
010897C1	030897C1	DAPeryiteVoice		M	0TheTruth	0TheTruthHL
010897DD	030897DD	Jriska	J'riska	M	0RedRobin	0RedRobinHL
010897DF	030897DF	Mdasha	M'dasha	M	0TheTruth	0TheTruthHL
010897E1	030897E1	Mdirr	M'dirr	M	0Theo	0TheoHL
010897E3	030897E3	Tsalajma	Tsalajma	F	0Leona	0LeonaHL
010897E5	030897E5	Tsramla	Tsramla	F	0Leona	0LeonaHL
010897E7	030897E7	Sthasa	S'thasa	F	0Lamb	0LambHL
0108ADCA	0308ADCA	DAVaerminaVoice	DAVaerminaVoice	F	0Leona	0LeonaHL
0108ADCB	0308ADCB	Tenville	Tenville	F	0Lenore	0LenoreHL
0108ADCC	0308ADCC	AvieraNirol	Aviera Nirol	F	0Leona	0LeonaHL
0108DB93	0308DB93	SEHillOfSuicidesGhost01	Ghost	M	0Victor	0VictorHL
0108DB94	0308DB94	SEHillOfSuicidesGhost02	Ghost	F	0Leona	0LeonaHL
0108DB95	0308DB95	SEHillOfSuicidesGhost03	Ghost	M	0RedRobin	0RedRobinHL
0108DBF6	0308DBF6	SEPrisonSaintFemaleBoss	Golden Saint Turnkey	F	0Laurell	0LaurellHL
0108DBF7	0308DBF7	SEPrisonSeducerFemaleBoss	Dark Seducer Turnkey	F	0Lamb	0LambHL
0108DD96	0308DD96	TestPlayer	Test Player	M	0TheTruth	0TheTruthHL
0108EF7C	0308EF7C	SE04FelldewAddict01	Felldew Addict	F	0Koala	0KoalaHL
0108EF7E	0308EF7E	SE04FelldewAddict02	Felldew Addict	M	0Victor	0VictorHL
0108EF81	0308EF81	SE04FelldewAddict03	Joofy the Brown	M	0Theo	0TheoHL
0108F114	0308F114	SE10OrderPriestNoRez	Priest of Order	M	0TheTruth	0TheTruthHL
0108F4F0	0308F4F0	SE07EndSeducer01	Dark Seducer	F	0Lenore	0LenoreHL
0108F4F1	0308F4F1	SE07EndSeducer02	Dark Seducer	F	0Laurell	0LaurellHL
0108F4F2	0308F4F2	SE07EndSaint01	Golden Saint	F	0Lenore	0LenoreHL
0108F4F3	0308F4F3	SE07EndSaint02	Golden Saint	F	0Laurell	0LaurellHL
0108FD01	0308FD01	MS13CheydinhalGuardA	Cheydinhal Gate Guard	M	0TheTruth	0TheTruthHL
0108FD03	0308FD03	MS13CheydinhalGuardC	Cheydinhal Gate Guard	M	0Theo	0TheoHL
0109061A	0309061A	TestEndGameImperialArcherDagonAttack	Imperial Legionnaire	M	0RedRobin	0RedRobinHL
0109061B	0309061B	TestEndGameImperialSoldierDagonAttack	Imperial Legionnaire	M	0Victor	0VictorHL
01090661	03090661	TG05Dremora	Dremora Churl	M	0Theo	0TheoHL
010908AC	030908AC	BanditBlackBowFemale1	Black Bow Bandit	F	0Lamb	0LambHL
010908AF	030908AF	BanditBlackBowFemale2	Black Bow Bandit	F	0Laurell	0LaurellHL
010908B0	030908B0	BanditBlackBowFemale3	Black Bow Bandit	F	0Lamb	0LambHL
010908B1	030908B1	BanditBlackBowFemale4	Black Bow Bandit	F	0Koala	0KoalaHL
010908B2	030908B2	BanditBlackBowMale1	Black Bow Bandit	M	0TheTruth	0TheTruthHL
010908B3	030908B3	BanditBlackBowMale2	Black Bow Bandit	M	0Victor	0VictorHL
010908B4	030908B4	BanditBlackBowMale3	Black Bow Bandit	M	0Victor	0VictorHL
010908B5	030908B5	BanditBlackBowMale4	Black Bow Bandit	M	0TheTruth	0TheTruthHL
010908B6	030908B6	BanditBlackBowBoss4Female1	Black Bow Ringleader	F	0Laurell	0LaurellHL
010908B7	030908B7	BanditBlackBowBoss4Female2	Black Bow Ringleader	F	0Leona	0LeonaHL
010908B8	030908B8	BanditBlackBowBoss4Female3	Black Bow Ringleader	F	0Leona	0LeonaHL
010908B9	030908B9	BanditBlackBowBoss4Male1	Black Bow Ringleader	M	0TheTruth	0TheTruthHL
010908BA	030908BA	BanditBlackBowBoss4Male2	Black Bow Ringleader	M	0Theo	0TheoHL
010908BB	030908BB	BanditBlackBowBoss4Male3	Black Bow Ringleader	M	0Theo	0TheoHL
01090AB3	03090AB3	Oleta	Oleta	F	0Lamb	0LambHL
010918F2	030918F2	TestPosion	Arena Contestant	F	0Lenore	0LenoreHL
010919C8	030919C8	MS11UnidentifiedBeggar	Murdered Beggar	M	0TheTruth	0TheTruthHL
0109263A	0309263A	ICArcaneUGuardDay01	Imperial Legion Battlemage	M	0Theo	0TheoHL
0109263B	0309263B	ICArcaneUGuardNight01	Imperial Legion Battlemage	M	0RedRobin	0RedRobinHL
01092642	03092642	ICArcaneUGuardDay02	Imperial Legion Battlemage	M	0RedRobin	0RedRobinHL
01092643	03092643	ICArcaneUGuardNight02	Imperial Legion Battlemage	M	0RedRobin	0RedRobinHL
010927AA	030927AA	KvatchFallenGuard01		M	0TheTruth	0TheTruthHL
010927AC	030927AC	KvatchFallenGuard02		M	0Theo	0TheoHL
010927AE	030927AE	KvatchFallenGuard03		M	0Theo	0TheoHL
01092A77	03092A77	SEPrisoner1Syl	Prisoner	M	0Theo	0TheoHL
01092A81	03092A81	SEPrisoner2Syl	Prisoner	F	0Laurell	0LaurellHL
01092A88	03092A88	SEPrisoner4Syl	Prisoner	M	0RedRobin	0RedRobinHL
01092B02	03092B02	ICPrisonGuardDay01	Imperial Watch	M	0Theo	0TheoHL
01092B03	03092B03	ICPrisonGuardDay02	Imperial Watch	M	0Victor	0VictorHL
01092B04	03092B04	ICPrisonGuardDay03	Imperial Watch	M	0Theo	0TheoHL
01092B05	03092B05	ICPrisonGuardDay04	Imperial Watch	M	0TheTruth	0TheTruthHL
01092B06	03092B06	ICPrisonGuardNight01	Imperial Watch	M	0TheTruth	0TheTruthHL
01092B07	03092B07	ICPrisonGuardNight02	Imperial Watch	M	0Victor	0VictorHL
01092D9A	03092D9A	Dremora1CaitiffMage	Dremora Caitiff	M	0RedRobin	0RedRobinHL
01092D9B	03092D9B	Dremora2KynvalMage	Dremora Kynval	M	0TheTruth	0TheTruthHL
01092D9C	03092D9C	Dremora3KynreeveMage	Dremora Kynreeve	M	0Theo	0TheoHL
01092D9D	03092D9D	Dremora4KynmarcherMage	Dremora Kynmarcher	M	0Victor	0VictorHL
01092D9E	03092D9E	Dremora5MarkynazMage	Dremora Markynaz	M	0RedRobin	0RedRobinHL
01092D9F	03092D9F	Dremora6ValkynazMage	Dremora Valkynaz	M	0RedRobin	0RedRobinHL
01092DA0	03092DA0	Dremora0ChurlMelee1	Dremora Churl	M	0TheTruth	0TheTruthHL
01092DA1	03092DA1	Dremora0ChurlMelee2	Dremora Churl	M	0RedRobin	0RedRobinHL
01092DA2	03092DA2	Dremora0ChurlMelee3	Dremora Churl	M	0Victor	0VictorHL
01092DA5	03092DA5	Dremora0ChurlMage	Dremora Churl	M	0Theo	0TheoHL
0109346E	0309346E	Jbaana	J'baana	M	0RedRobin	0RedRobinHL
01093C66	03093C66	ZahrashaDead	Zahrasha	F	0Lamb	0LambHL
01093CC8	03093CC8	TG08MothPriestMale01	Blind Moth Priest	M	0Theo	0TheoHL
01093CCA	03093CCA	TG08MothPriestMale02	Blind Moth Priest	M	0Victor	0VictorHL
01093CCD	03093CCD	TG08MothPriestBossMale01	Blind Moth Prelate	M	0RedRobin	0RedRobinHL
01093CCE	03093CCE	TG08MothPriestFemale01	Blind Moth Priest	F	0Koala	0KoalaHL
01093CCF	03093CCF	TG08MothPriestFemale02	Blind Moth Priest	F	0Laurell	0LaurellHL
01093CD2	03093CD2	TG08MothPriestBossFemale01	Blind Moth Prelate	F	0Lamb	0LambHL
01093CD4	03093CD4	TG08MothPriestBigBossMale01	Blind Moth Prelate	M	0Victor	0VictorHL
01093EF0	03093EF0	MS48OblivionSigilKeeper	Dremora Sigil Keeper	M	0Theo	0TheoHL
01094048	03094048	BanditCampTEMPLATE	Bandit	M	0RedRobin	0RedRobinHL
010947A9	030947A9	FGGuardPorterChorrol	Fighters Guild Porter	M	0TheTruth	0TheTruthHL
010947AA	030947AA	FGGuardPorterAnvil	Fighters Guild Porter	M	0TheTruth	0TheTruthHL
010947AB	030947AB	FGGuardPorterBravil	Fighters Guild Porter	M	0TheTruth	0TheTruthHL
