plugin	formid	editorid	name	group	action	tier	target	coat	saddled	mount	note
Oblivion.esm	055FBA	SECreatureGrummiteMagusMania3	Grummite Magus Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FBB	SECreatureGrummiteMagusMania4	Grummite Magus Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FBC	SECreatureGrummiteMagusMania5	Grummite Magus Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B65	SECreatureGrummiteMania1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	03BA94	SECreatureGrummiteMania1Boss	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08F02C	SECreatureGrummiteMania1Level1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B66	SECreatureGrummiteMania2	Grummite Beater	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B67	SECreatureGrummiteMania3	Grummite Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B68	SECreatureGrummiteMania4	Grummite Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B69	SECreatureGrummiteMania5	Grummite Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	03BA99	SECreatureGrummiteMania5Boss	Grummite Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	077C72	SEDeadGrummiteDementia1	Dead Grummite	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	06132D	SEDeadGrummiteMania02	Grummite Prisoner	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0698A8	SEEntranceGrummite01TEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0503E6	SEFetidPatrol01TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0503F4	SEFetidPatrol01bTEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0503E7	SEFetidPatrol02TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0503E8	SEFetidPatrol03TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0503EF	SEFetidPatrol04TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05040B	SEFetidPatrol05TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05040C	SEFetidPatrol06TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	050498	SEFetidPatrol07TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	081C56	SEKnottyBramGrummiteEggDefenseTEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	082364	SEKnottyBramGrummitePatrolATEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	082365	SEKnottyBramGrummitePatrolBTEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	082363	SEKnottyBramGrummiteSentryTEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055033	SEXedGrumPatrol01	Grummite Lookout	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055035	SEXedGrumPatrol02	Grummite Lookout	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	046ABF	TestCreaturesGrummiteD		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	046AC0	TestCreaturesGrummiteDFull		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05244A	TestCreaturesGrummiteDFullAxeShield		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	074E87	TestCreaturesGrummiteDFullStaff		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055505	TestCreaturesGrummiteDance1		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055506	TestCreaturesGrummiteDance2		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055507	TestCreaturesGrummiteDance3		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055508	TestCreaturesGrummiteDance4		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055509	TestCreaturesGrummiteDance5		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05550A	TestCreaturesGrummiteDance6		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	046ABD	TestCreaturesGrummiteM		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	046ABE	TestCreaturesGrummiteMFull		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05244B	TestCreaturesGrummiteMFullBow		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFDF	XPKnotCustomSECreatureGrummiteDementia1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFDE	XPKnotCustomSECreatureGrummiteDementia2	Grummite Beater	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFDD	XPKnotCustomSECreatureGrummiteDementia3	Grummite Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFDC	XPKnotCustomSECreatureGrummiteDementia4	Grummite Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFDB	XPKnotCustomSECreatureGrummiteDementia5	Grummite Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFE4	XPKnotCustomSECreatureGrummiteMagusDementia1	Grummite Magus Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFE3	XPKnotCustomSECreatureGrummiteMagusDementia2	Grummite Magus Beater	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFE2	XPKnotCustomSECreatureGrummiteMagusDementia3	Grummite Magus Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFE1	XPKnotCustomSECreatureGrummiteMagusDementia4	Grummite Magus Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08EFE0	XPKnotCustomSECreatureGrummiteMagusDementia5	Grummite Magus Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	01EC58	DAHircineUnicorn	Unicorn	horse/mount	swap	exact	HorseRace	SkinHorseGreyHide		yes	
Oblivion.esm	18D4CD	DEADHorseBlack	Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	032BF4	Dark10Horse	Shadowmere	horse/mount	swap	exact	HorseRace	SkinHorseShadowmere	yes	yes	
Oblivion.esm	097FC8	E3Horse	Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	01F11D	HorseBay	Bay Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0A55ED	HorseBay0StayCurrent	Bay Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0538A5	HorseBay0StayPut	Bay Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	00CF22	HorseBayClaudeMaric	Bay Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	01F11A	HorseBlack	Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	0538A6	HorseBlack0StayPut	Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	0BE331	HorseBlackCourier1	Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	0BE547	HorseBlackCourier2	Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	0BE54F	HorseBlackCourier3	Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	0BE556	HorseBlackCourier4	Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	015B92	HorseChestnut	Chestnut Horse	horse/mount	swap	exact	HorseRace	SkinHorsePalominoHide	yes	yes	
Oblivion.esm	0538A7	HorseChestnut0StayPut	Chestnut Horse	horse/mount	swap	exact	HorseRace	SkinHorsePalominoHide	yes	yes	
Oblivion.esm	04DE8E	HorsePCBayBravil	My Bay Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	04E28B	HorsePCBaySkingrad	My Bay Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	04DE8F	HorsePCBlackCheydinhal	My Black Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlackHide	yes	yes	
Oblivion.esm	04DE90	HorsePCChestnutChorrol	My Chestnut Horse	horse/mount	swap	exact	HorseRace	SkinHorsePalominoHide	yes	yes	
Oblivion.esm	04DE91	HorsePCPaintBruma	My Paint Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlacknWhiteHide	yes	yes	
Oblivion.esm	05322D	HorsePCPaintLeyawiin	My Paint Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlacknWhiteHide	yes	yes	
Oblivion.esm	04DE8D	HorsePCWhiteAnvil	My White Horse	horse/mount	swap	exact	HorseRace	SkinHorseGreyHide	yes	yes	
Oblivion.esm	01F11E	HorsePaint	Paint Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlacknWhiteHide	yes	yes	
Oblivion.esm	0914D3	HorsePaint0StayCurrent	Paint Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlacknWhiteHide	yes	yes	
Oblivion.esm	0538A8	HorsePaint0StayPut	Paint Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlacknWhiteHide	yes	yes	
Oblivion.esm	01F11B	HorseWhite	White Horse	horse/mount	swap	exact	HorseRace	SkinHorseGreyHide	yes	yes	
Oblivion.esm	115E38	HorseWhite0StayCurrent	White Horse	horse/mount	swap	exact	HorseRace	SkinHorseGreyHide	yes	yes	
Oblivion.esm	0538A9	HorseWhite0StayPut	White Horse	horse/mount	swap	exact	HorseRace	SkinHorseGreyHide	yes	yes	
Oblivion.esm	0700D5	ImpLegionHorseAleswell	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D1	ImpLegionHorseAnvil	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	18BA8B	ImpLegionHorseChey	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	18BA8A	ImpLegionHorseChorrol	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D4	ImpLegionHorseCrossroads	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D7	ImpLegionHorseFalls	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D8	ImpLegionHorseGottshaw	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	18BA8C	ImpLegionHorseLey	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D6	ImpLegionHorseNikel	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700CE	ImpLegionHorseRidge	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700DB	ImpLegionHorseRock	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D0	ImpLegionHorseRoxey	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700CF	ImpLegionHorseSardavar	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D2	ImpLegionHorseSlope	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D9	ImpLegionHorseVirtue	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700DA	ImpLegionHorseWell	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0700D3	ImpLegionHorseWellspring	Imperial Legion Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	0C01AD	MQHorseJauffre	Weynon Priory Horse	horse/mount	swap	exact	HorseRace	SkinHorsePalominoHide	yes	yes	
Oblivion.esm	0C01AC	MQHorseMartin	Weynon Priory Horse	horse/mount	swap	exact	HorseRace	SkinHorse	yes	yes	
Oblivion.esm	05DCC9	MQHorsePaint0WeynonPlayer	Prior Maborel's Paint Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlacknWhiteHide	yes	yes	
Oblivion.esm	07B78E	MS45HorseBlossom	Blossom	horse/mount	swap	exact	HorseRace	SkinHorseBlacknWhiteHide	yes	yes	
Oblivion.esm	02D6DE	TestHorseSkeleton	Horse	horse/mount	swap	exact	HorseRace	SkinHorseBlacknWhiteHide	yes	yes	
Oblivion.esm	015B90	CreatureHorseBay	Wild Bay Horse	horse/wild	swap	exact	HorseRace	SkinHorse			
Oblivion.esm	01F11C	CreatureHorseChestnut	Wild Chestnut Horse	horse/wild	swap	exact	HorseRace	SkinHorsePalominoHide			
Oblivion.esm	015B93	CreatureHorsePaint	Wild Paint Horse	horse/wild	swap	exact	HorseRace	SkinHorseBlacknWhiteHide			
Oblivion.esm	18AD8A	DEADCreatureHorsePaint	Paint Horse	horse/wild	swap	exact	HorseRace	SkinHorseBlacknWhiteHide			
Oblivion.esm	078C58	SE09Hunger01	Ravenous Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	06D610	SECreatureHunger1	Starved Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	06D60B	SECreatureHunger2	Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	012016	SECreatureHunger3	Gluttonous Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	012017	SECreatureHunger4	Ravenous Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	012018	SECreatureHunger5	Voracious Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	07E0B0	SESummonHunger2	Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	0459A2	SESummonHunger3	Gluttonous Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	0459A3	SESummonHunger4	Ravenous Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	0459A4	SESummonHunger5	Voracious Hunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	06773D	TestCreaturesHungerDark	TestCreatureHunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	07320B	TestCreaturesHungerDarkLevel2	TestCreatureHunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	07320C	TestCreaturesHungerDarkLevel3	TestCreatureHunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	06773E	TestCreaturesHungerLight	TestCreatureHunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	07320D	TestCreaturesHungerLightLevel3	TestCreatureHunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	019303	TestCreaturesHungerSkeleton	TestCreatureHunger	hunger	keep	none					SI unique; long-tongued quadruped
Oblivion.esm	014F94	AnvilMGPetImp	Sparky	imp	keep	none					no small flying daedra in Skyrim
Oblivion.esm	01E649	CreatureImp	Imp	imp	keep	none					no small flying daedra in Skyrim
Oblivion.esm	0549BF	FG0xxxImp	Juicy Imp	imp	keep	none					no small flying daedra in Skyrim
Oblivion.esm	046698	MQ15EternalGardenTemplate	Imp	imp	keep	none					no small flying daedra in Skyrim
Oblivion.esm	0825BF	SECreatureJyggalag1	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	0825C0	SECreatureJyggalag2	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	0825C1	SECreatureJyggalag3	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	0825C2	SECreatureJyggalag4	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	0825C3	SECreatureJyggalag5	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	0825C4	SECreatureJyggalag6	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	0825C5	SECreatureJyggalag7	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	0825C6	SECreatureJyggalag8	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	0558B8	TestCreaturesJyggalag	Jyggalag	jyggylag	keep	none					unique SI boss
Oblivion.esm	01FF25	CreatureLandDreugh	Land Dreugh	landdreugh	swap	near	DLC2LurkerRace				
Oblivion.esm	03D79F	ICArenaLandDreugh	Land Dreugh	landdreugh	swap	near	DLC2LurkerRace				
Oblivion.esm	03352E	TestLandDreugh	LandDreugh	landdreugh	swap	near	DLC2LurkerRace				
Oblivion.esm	01E5EC	CreatureLich	Lich	lich	swap	near	DragonPriestRace				
Oblivion.esm	0343AA	CreatureLichNether	Nether Lich	lich	swap	near	DragonPriestRace				
Oblivion.esm	064C18	LichErandurVangaril	Erandur-Vangaril	lich	swap	near	DragonPriestRace				
Oblivion.esm	09589E	MQ12LichKing	King of Miscarcand	lich	swap	near	DragonPriestRace				
Oblivion.esm	0855A4	MS02LorgrentheLich	Lorgren Benirus	lich	swap	near	DragonPriestRace				
Oblivion.esm	18BA28	SummonLich	Lich	lich	swap	near	DragonPriestRace				
Oblivion.esm	01E64E	CreatureMehrunesDagon	Mehrunes Dagon	mehrunesdagon	keep	none					unique boss
Oblivion.esm	09074E	TestMehrunesDagonSkeleton	Mehrunes Dagon	mehrunesdagon	keep	none					unique boss
Oblivion.esm	03F148	CreatureMinotaur1	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	009D6D	CreatureMinotaur1Weapon	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	00B9ED	CreatureMinotaur2	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	009D6E	CreatureMinotaur2Weapon	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	009D6B	CreatureMinotaur3	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	01E647	CreatureMinotaur3Weapon	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	009D6C	CreatureMinotaur4	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	009D6F	CreatureMinotaur4Weapon	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	03F14B	CreatureMinotaurLord	Minotaur Lord	minotaur	swap	near	GiantRace				
Oblivion.esm	01E648	CreatureMinotaurLordWeapon	Minotaur Lord	minotaur	swap	near	GiantRace				
Oblivion.esm	00A3B7	DAHircineMinotaurCompanion	Minotaur of the Grove	minotaur	swap	near	GiantRace				
Oblivion.esm	00A3B9	DAHircineMinotaurLesser	Minotaur of the Grove	minotaur	swap	near	GiantRace				
Oblivion.esm	00A3BB	DAHircineMinotaurLord	Minotaur of the Grove	minotaur	swap	near	GiantRace				
Oblivion.esm	00A3BA	DAHircineMinotaurStandard	Minotaur of the Grove	minotaur	swap	near	GiantRace				
Oblivion.esm	00A3B8	DAHircineMinotaurWeak	Minotaur of the Grove	minotaur	swap	near	GiantRace				
Oblivion.esm	098286	DAMinotaurUnicornGuard	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	03D794	ICArenaMinotaur	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	03D79E	ICArenaMinotaurLord	Minotaur Lord	minotaur	swap	near	GiantRace				
Oblivion.esm	0869A5	LVDCreatureMinotaur1Weapon	Savage Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	08C815	MS05DreamworldMinotaur	Dreamworld Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	028F4F	TestCreatureGroveMinotaur	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	024F75	TestCreatureMinotaur	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	025005	TestCreatureMinotaurB	MinotaurB	minotaur	swap	near	GiantRace				
Oblivion.esm	02D93B	TestCreatureMinotaurCombat	MinotaurCombatTest	minotaur	swap	near	GiantRace				
Oblivion.esm	025006	TestCreatureMinotaurLord	Hugh'sMinotaurLord	minotaur	swap	near	GiantRace				
Oblivion.esm	02C4DE	TestDemoMinotaur	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	014838	TestKurtMinotaur	Minotaur	minotaur	swap	near	GiantRace				
Oblivion.esm	01E5FA	CreatureMountainLion	Mountain Lion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	0872C3	DeadMountainLion	Mountain Lion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	036627	FGC01MountainLion	Starving Mountain Lion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	03662D	FGC01MountainLion2	Starving Mountain Lion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	036635	FGC01MountainLion3	Starving Mountain Lion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	03D79C	ICArenaMountainLion	Mountain Lion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	0CA004	MS47MountainLion	Mountain Lion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	00A2AF	TestJuanMuontainLion	MuontainLion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	014835	TestKurtMountainLion	MuontainLion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	00BC4E	TestMountainLion	Mountain Lion	mountainlion	swap	near	SabreCatRace				
Oblivion.esm	000B7F	CreatureMudCrab	Mud Crab	mudcrab	swap	exact	MudcrabRace				
Oblivion.esm	18B72E	DeadMudCrab	Mud Crab	mudcrab	swap	exact	MudcrabRace				
Oblivion.esm	0BE345	MQ15ParadiseMudCrab	Spectral Mud Crab	mudcrab	swap	exact	MudcrabRace				
Oblivion.esm	0BB9DB	TestCreatureMudCrab	Mud Crab	mudcrab	swap	exact	MudcrabRace				
Oblivion.esm	091FC4	TestCreatureMudCrab12	Mud Crab	mudcrab	swap	exact	MudcrabRace				
Oblivion.esm	04424D	SE09BattleScalon01	Diseased Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	04424E	SE09BattleScalon02	Scalon Brute	murkdweller	swap	near	FalmerRace				
Oblivion.esm	078C44	SE09Scalon01	Hulking Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	011B7E	SECreatureScalonDementia1	Diseased Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	011B7F	SECreatureScalonDementia2	Scalon Brute	murkdweller	swap	near	FalmerRace				
Oblivion.esm	011B80	SECreatureScalonDementia3	Hulking Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	011B79	SECreatureScalonMania1	Diseased Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	011B7A	SECreatureScalonMania2	Scalon Brute	murkdweller	swap	near	FalmerRace				
Oblivion.esm	011B7B	SECreatureScalonMania3	Hulking Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	08E537	SEDireWarrenScalonManiaDead01	Diseased Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	04FCA3	SEKnotboneScalonPatrol01	Lurking Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	04FCAB	SEKnotboneScalonPatrol02	Lurking Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	05290D	SEKnotboneScalonPatrol03	Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	053042	SEKnotboneScalonPatrol04	Lurking Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	04565D	SEMiriliScalon2	Mirili's Scalon	murkdweller	swap	near	FalmerRace				
Oblivion.esm	045D69	TestCreaturesScalonDementia	Scalon Dementia	murkdweller	swap	near	FalmerRace				
Oblivion.esm	01804C	TestCreaturesScalonMania	Scalon Mania	murkdweller	swap	near	FalmerRace				
Oblivion.esm	00C20D	CreatureOgre	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	026B60	DAMalacathOgre01	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	09DB43	DAMalacathOgre02	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	09DB44	DAMalacathOgre03	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	09DB45	DAMalacathOgre04	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	09DB46	DAMalacathOgre05	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	09DB47	DAMalacathOgre06	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	09F98B	DAMalacathOgre07	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	09F98C	DAMalacathOgre08	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	00BE98	FGC09Ogre	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	03D7AE	ICArenaOgre	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	08699E	LVDCreatureOgre	Savage Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	07B7D7	MS12CreaturePalePassOgre01Ground	Pale Pass Ogre Groundling	ogre	swap	near	GiantRace				
Oblivion.esm	07B7D5	MS12CreaturePalePassOgre02Stone	Pale Pass Ogre Stonewrecker	ogre	swap	near	GiantRace				
Oblivion.esm	07B7D4	MS12CreaturePalePassOgre03Rock	Pale Pass Ogre Rocksmasher	ogre	swap	near	GiantRace				
Oblivion.esm	07B7D6	MS12CreaturePalePassOgre04CBoss	Pale Pass Ogre Caveboss	ogre	swap	near	GiantRace				
Oblivion.esm	02AABC	MS16BossOgre	Redguard Valley Ogre Chieftan	ogre	swap	near	GiantRace				
Oblivion.esm	094076	MS16CreatureRGVOgre01Ground	Redguard Valley Ogre Groundling	ogre	swap	near	GiantRace				
Oblivion.esm	094077	MS16CreatureRGVOgre02Stone	Redguard Valley Ogre Stonewrecker	ogre	swap	near	GiantRace				
Oblivion.esm	094078	MS16CreatureRGVOgre03Rock	Redguard Valley Ogre Rocksmasher	ogre	swap	near	GiantRace				
Oblivion.esm	094079	MS16CreatureRGVOgre04CBoss	Redguard Valley Ogre Caveboss	ogre	swap	near	GiantRace				
Oblivion.esm	177A2E	SQ01Ogre	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	037C42	SerpentsTrailOgre	Ogre	ogre	swap	near	GiantRace				
Oblivion.esm	047B64	CGDomesticRat01	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	02509B	CGRat01	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	04E870	CGRatAmbushA	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	0CD335	CGRatMagicTutorial	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	066A05	CGRatPassive	Sewer Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	0387D8	CGScaredyRat01	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	0521E3	CGScaredyRat02	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	025314	CreatureRat	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	08DFE8	DASheogorathRat1	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	08DFE9	DASheogorathRat2	Rat	rat	swap	near	SkeeverRace				
Oblivion.esm	026F5B	DarkRatSchemer	Schemer	rat	swap	near	SkeeverRace				
Oblivion.esm	03571F	FGC01Rat	Rat	rat	swap	near	SkeeverRace				
