SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	RACE	SEX	TINI	TINC	TINV	QNAM_WAS	QNAM_NOW	MAX_DELTA_255
0100A293	0300A293	LlensiLlaram	Llensi Llaram	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0100A292	0300A292	StentheUgly	Sten the Ugly	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0100A291	0300A291	RufriusVinicius	Rufrius Vinicius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A290	0300A290	Rhano	Rhano	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0100A28F	0300A28F	Vigdis	Vigdis	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
0100A28C	0300A28C	Baeralorn	Baeralorn	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0100A28B	0300A28B	Langley	Langley	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A289	0300A289	Dairihill	Dairihill	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0100A288	0300A288	MillonaUmbranox	Countess Millona Umbranox	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0100A287	0300A287	DumaniaJirich	Dumania Jirich	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0100A286	0300A286	Laralthir	Laralthir	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0100A285	0300A285	Trevaia	Trevaia	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
0100A283	0300A283	VarelMorvayn	Varel Morvayn	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0100A282	0300A282	WilhelmtheWorm	Wilhelm the Worm	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0100A281	0300A281	DidierAumilie	Didier Aumilie	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0100A280	0300A280	Sshani	S'shani	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0100A27E	0300A27E	Wilbur	Wilbur	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0100A27D	0300A27D	Caenlorn	Caenlorn	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0100A27C	0300A27C	Maenlorn	Maenlorn	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0100A27B	0300A27B	UlfgarFogEye	Ulfgar Fog-Eye	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0100A25C	0300A25C	VieraLerus	Viera Lerus	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0100A188	0300A188	BravilGuardEscortCount	Count's Bodyguard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A17E	0300A17E	BravilGuardJailorNight	Bravil Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A17D	0300A17D	BravilGuardJailorDay	Bravil Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A169	0300A169	BravilGuardCityPostNight01	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A168	0300A168	BravilGuardCityPostDay01	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A15E	0300A15E	BravilGuardCityPostNight03	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A15D	0300A15D	BravilGuardCityPostNight02	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A15B	0300A15B	BravilGuardCityPatrolNight01	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A156	0300A156	BravilGuardCityPostDay03	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A152	0300A152	BravilGuardCityPostDay02	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A143	0300A143	BravilGuardCityPatrolDay01	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A140	0300A140	BravilGuardCastlePostNight02	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A13F	0300A13F	BravilGuardCastlePostNight01	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A13A	0300A13A	BravilGuardCastlePostDay02	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A137	0300A137	BravilGuardCastlePostDay01	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A112	0300A112	Reenum	Reenum	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0100A111	0300A111	UrsanneLoche	Ursanne Loche	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0100A110	0300A110	AleronLoche	Aleron Loche	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0100A10F	0300A10F	RoxanneBrigette	Roxanne Brigette	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0100A10E	0300A10E	ReistrtheRotted	Reistr the Rotted	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0100A10D	0300A10D	Rvanni	R'vanni	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0100A10C	0300A10C	JzinDar	J'zin-Dar	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0100A10B	0300A10B	Andragil	Andragil	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0100A10A	0300A10A	LucianaGalena	Luciana Galena	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0100A109	0300A109	CitySwimmer	City-Swimmer	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
0100A108	0300A108	Carandial	Carandial	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0100A09A	0300A09A	VolanaroDead	Volanaro	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0100A099	0300A099	SelenaOraniaDead	Selena Orania	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0100A096	0300A096	TadroseHelas	Tadrose Helas	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0100A095	0300A095	Nahsi	Nahsi	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0100A094	0300A094	VincentGalien	Vincent Galien	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0100A093	0300A093	DrelsTheran	Drels Theran	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0100A092	0300A092	GelliusTerentius	Gellius Terentius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A091	0300A091	HansBlackNail	Hans Black-Nail	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0100A090	0300A090	FathisAren	Fathis Aren	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0100A08F	0300A08F	DroNahrah	Dro'Nahrahe	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0100A08E	0300A08E	RegulusTerentius	Count Regulus Terentius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0100A08D	0300A08D	OlavatheFair	Olava the Fair	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
0100A08C	0300A08C	ChanaMona	Chana Mona	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0100A08B	0300A08B	Marz	Marz	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
0100A08A	0300A08A	UravasaOthrelas	Uravasa Othrelas	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0100A089	0300A089	Daenlin	Daenlin	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0100A088	0300A088	Ungarion	Ungarion	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0100A087	0300A087	Nilawen	Nilawen	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0100A086	0300A086	JeanPierreLemonds	Jean-Pierre Lemonds	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0100A085	0300A085	BrokilgroShatur	Brokil gro-Shatur	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0100A084	0300A084	Gilgondorin	Gilgondorin	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0100A083	0300A083	Ranaline	Ranaline	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0100A082	0300A082	BogrumGroGalash	Bogrum Gro-Galash	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01009C5A	03009C5A	ICWaterfrontGuardDay01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01009C3B	03009C3B	Enrion	Enrion	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01009C3A	03009C3A	DreetLai	Dreet-Lai	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01009C39	03009C39	Ashanta	Ashanta	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01009C38	03009C38	Hlofgar	Hlofgar	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010097A5	030097A5	AmantiusAllectus	Amantius Allectus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01009236	03009236	OrumGangCourier2	Camonna Tong Thug	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01009235	03009235	OrumGangCourier1	Camonna Tong Thug	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0100922B	0300922B	TheNightMother	The Night Mother	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
010091F5	030091F5	BieneAmelion	Biene Amelion	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010055D6	030055D6	CheydinhalGuardJailorNight	Cheydinhal Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055D5	030055D5	CheydinhalGuardJailorDay	Cheydinhal Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055D4	030055D4	CheydinhalGuardCountEscort	Count's Bodyguard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055D3	030055D3	CheydinhalGuardCastlePatrolNight01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055D2	030055D2	CheydinhalGuardCastlePatrolDay01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055CD	030055CD	CheydinhalGuardCityPostNight02	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055CC	030055CC	CheydinhalGuardCityPostNight01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055CB	030055CB	CheydinhalGuardCityPostDay02	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055CA	030055CA	CheydinhalGuardCityPostDay01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055C9	030055C9	CheydinhalGuardCityPatrolNight02	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055C8	030055C8	CheydinhalGuardCityPatrolNight01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055C7	030055C7	CheydinhalGuardCityPatrolDay02	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055C6	030055C6	CheydinhalGuardCityPatrolDay01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055C5	030055C5	CheydinhalGuardCastlePostNight02	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055C4	030055C4	CheydinhalGuardCastlePostNight01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055C3	030055C3	CheydinhalGuardCastlePostDay02	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010055C2	030055C2	CheydinhalGuardCastlePostDay01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01003A8A	03003A8A	TestVampireNPC	Vampire	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010039B1	030039B1	VontusIdolus	Vontus Idolus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010039AE	030039AE	Carsten	Carsten	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010039AB	030039AB	Shamar	Shamar	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
010039A6	030039A6	Eridor	Eridor	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0100398A	0300398A	MathieuBellamont	Mathieu Bellamont	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01003946	03003946	Ksharr	K'Sharr	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010038CA	030038CA	LaytheWavrick	Laythe Wavrick	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010038B5	030038B5	CamillaLollia	Camilla Lollia	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
010038B3	030038B3	MarietteRielle	Mariette Rielle	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010034E0	030034E0	TovasSelvani	Tovas Selvani	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010034DF	030034DF	LlevanaNedaren	Llevana Nedaren	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
010034DE	030034DE	AldosOthran	Aldos Othran	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010034DD	030034DD	BazurgroGharz	Bazur gro-Gharz	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
010034DC	030034DC	OghashgraMagul	Oghash gra-Magul	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
010034DB	030034DB	Ganredhel	Ganredhel	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
010034DA	030034DA	MaknokgroCoblug	Maknok gro-Coblug	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
010034D9	030034D9	RogmeshgraCoblug	Rogmesh gra-Coblug	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
010034D8	030034D8	TanasaArano	Tanasa Arano	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
010034D7	030034D7	TolisiGirith	Tolisi Girith	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
010034D6	030034D6	Voranil	Voranil	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
010034D5	030034D5	MagubgraOrum	Magub gro-Orum	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
010034D4	030034D4	DulfishgroOrum	Dulfish gro-Orum	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
010034D3	030034D3	TivelaLythandas	Tivela Lythandas	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
010034D2	030034D2	RytheLythandas	Rythe Lythandas	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010034D0	030034D0	Ohtimbar	Ohtimbar	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
010034CF	030034CF	KeldoftheIsles	Keld of the Isles	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010034CE	030034CE	Raqanar	Ra'qanar	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010034CD	030034CD	UleneHlervu	Ulene Hlervu	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
010034CC	030034CC	UlrichLeland	Ulrich Leland	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010034CB	030034CB	NaspiaCosma	Naspia Cosma	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
010034CA	030034CA	AndelIndarys	Count Andel Indarys	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010034C9	030034C9	GruiandGarrana	Gruiand Garrana	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
010034C8	030034C8	Errandil	Errandil	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
010034C7	030034C7	Ohtesse	Ohtesse	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
010034C6	030034C6	HiltheTall	Hil the Tall	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010034C5	030034C5	TertiaViducia	Tertia Viducia	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
010034C4	030034C4	BorbagraUzgash	Borba gra-Uzgash	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
010034C3	030034C3	Shelley	Shelley	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
010034C2	030034C2	MarianaAncharia	Mariana Ancharia	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
010034C0	030034C0	DerveraRomalen	Dervera Romalen	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
010034AF	030034AF	LucienLachanceHunted	Lucien Lachance	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01003435	03003435	ElanteofAlinor	Elante of Alinor	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01002E9B	03002E9B	Dennilwen	Dennilwen	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01002E9A	03002E9A	Idrolian	Idrolian	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01002E99	03002E99	Githriian	Githriian	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01002E98	03002E98	Thrangirfin	Thrangirfin	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01002E97	03002E97	Nedhelfin	Nedhelfin	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01002E96	03002E96	Niraegaer	Niraegaer	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01002E95	03002E95	Cingaer	Cingaer	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01002E94	03002E94	Thiirchel	Thiirchel	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0103630A	0303630A	BanusAlor	Banus Alor	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01036309	03036309	BelisariusArius	Belisarius Arius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01036308	03036308	Arquen	Arquen	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01036307	03036307	Enilroth	Enilroth	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
010362EE	030362EE	BrumaGuardEscortCountess	Countess's Bodyguard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362ED	030362ED	BrumaGuardJailorDay	Bruma Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362EC	030362EC	BrumaGuardJailorNight	Bruma Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362EB	030362EB	BrumaGuardCastlePostNight02	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362EA	030362EA	BrumaGuardCastlePostNight01	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362E9	030362E9	BrumaGuardCastlePostDay02	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362E8	030362E8	BrumaGuardCastlePostDay01	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362CA	030362CA	BrumaGuardCityPatrolNight02	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362C9	030362C9	BrumaGuardCityPatrolNight01	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362BD	030362BD	BrumaGuardCityPatrolDay02	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362B7	030362B7	BrumaGuardCityPatrolDay01	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362B1	030362B1	BrumaGuardCityPostNight02	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362B0	030362B0	BrumaGuardCityPostNight01	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362AD	030362AD	BrumaGuardCityPostDay02	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010362A7	030362A7	BrumaGuardCityPostDay01	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103628D	0303628D	VelwynBenirus	Velwyn Benirus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01036244	03036244	Jorundr	Jorundr	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035F8F	03035F8F	LeyawiinGuardJailorDay	Leyawiin Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035F8E	03035F8E	LeyawiinGuardJailorNight	Leyawiin Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035F52	03035F52	Denel	Denel	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035F43	03035F43	Skaleel	Skaleel	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01035ED0	03035ED0	HelviusCecia	Helvius Cecia	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035ECF	03035ECF	EdlaDarkHeart	Edla Dark-Heart	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01035ECE	03035ECE	Regner	Regner	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035ECD	03035ECD	ArnoraAuria	Arnora Auria	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01035ECC	03035ECC	SaveriFaram	Saveri Faram	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01035ECB	03035ECB	Jearl	Jearl	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01035ECA	03035ECA	OngartheWorldWeary	Ongar the World-Weary	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035EC9	03035EC9	JantusBrolus	Jantus Brolus	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01035EC8	03035EC8	IstirusBrolus	Istirus Brolus	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01035EC7	03035EC7	ErlineLirrian	Erline Lirrian	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01035EC6	03035EC6	BradonLirrian	Bradon Lirrian	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01035EC5	03035EC5	LyraRosentia	Lyra Rosentia	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01035EC4	03035EC4	Alga	Alga	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01035EC3	03035EC3	Honmund	Honmund	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035EC2	03035EC2	BumphgraGash	Bumph gra-Gash	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
01035EC1	03035EC1	RightWind	Right-Wind	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01035EC0	03035EC0	GanLuseph	Gan Luseph	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01035EBF	03035EBF	GerichSenarel	Gerich Senarel	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035EBE	03035EBE	Burd	Burd	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035EBC	03035EBC	YvaraChannitte	Yvara Channitte	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01035EBB	03035EBB	NarinaCarvain	Countess Narina Carvain	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01035EB9	03035EB9	ArentusFalvius	Arentus Falvius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035EB8	03035EB8	Cirroc	Cirroc	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01035EB7	03035EB7	IsaRaman	Isa Raman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01035EB6	03035EB6	Fjotreid	Fjotreid	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035EB5	03035EB5	Olfand	Olfand	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035EB4	03035EB4	Skjorta	Skjorta	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01035EB3	03035EB3	Suurootan	Suurootan	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01035EB2	03035EB2	SnartheCook	Snar the Cook	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035EB1	03035EB1	Logvaar	Logvaar	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035EB0	03035EB0	HafidHollowleg	Hafid Hollowleg	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035EAE	03035EAE	RaynilDralas	Raynil Dralas	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01035EAD	03035EAD	Petrine	Petrine	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01035EAC	03035EAC	Olav	Olav	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035DFD	03035DFD	Dark09CeremonyGuard2	Imperial Legion Centurion	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035DFB	03035DFB	Dark09CeremonyGuard	Imperial Legion Centurion	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035DD6	03035DD6	Skrivva	S'Krivva	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
01035A18	03035A18	Arterion	Arterion	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01035A16	03035A16	MondrarHenim	Mondrar Henim	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0103597B	0303597B	LeyawiinGuardEscortCount	Count's Bodyguard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103597A	0303597A	LeyawiinGuardEscortCountess	Countess' Bodyguard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035740	03035740	NewheimthePortly	Newheim the Portly	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035728	03035728	DranasLerano	Dranas Lerano	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01035727	03035727	StorntheBurly	Storn the Burly	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035726	03035726	Aenvir	Aenvir	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01035724	03035724	NorbertLelles	Norbert Lelles	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0103571D	0303571D	ArvenaThelas	Arvena Thelas	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01035703	03035703	Rizakar	Ri'Zakar	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010356EC	030356EC	JeetumZe	Jeetum-Ze	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
010356CD	030356CD	AjumKajin	Ajum-Kajin	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01035649	03035649	MercatorHosidus	Mercator Hosidus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103563B	0303563B	Amusei	Amusei	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0103558B	0303558B	DeadArgonianAgent	Dead Argonian Agent	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0103558A	0303558A	ScarTail	Scar-Tail	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
