SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	LIST	OUTFIT
0106AAA9	0306AAA9	MGMageApprentice4	Mage Apprentice	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0106AAAD	0306AAAD	MGMageApprentice8	Mage Apprentice	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0106AAB0	0306AAB0	MGMageScholar4	Mage Scholar	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0106B32B	0306B32B	SnakgraBura	Snak gra-Bura	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0106BD2B	0306BD2B	FGD06DeadGuy05	Ariente	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0106BD2D	0306BD2D	FGD06DeadGuy06	Lashana	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0106BFA4	0306BFA4	DeadKhajiitBandit	Dead Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0106C357	0306C357	VilverinBanditSittingNPC	Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0106C35D	0306C35D	VilverinBanditFurnitureKhajiit	Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010738DC	030738DC	ClarabellaPirate1	Pirate	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01073A30	03073A30	DASkullArgonianFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01073A32	03073A32	DASkullKhajiitFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01073A3B	03073A3B	DASkullBretonFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01073A3C	03073A3C	DASkullDarkElfFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01073A3D	03073A3D	DASkullHighElfFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01073A3E	03073A3E	DASkullImperialFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01073A3F	03073A3F	DASkullNordFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01073A40	03073A40	DASkullOrcFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01073A41	03073A41	DASkullRedguardFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01073A42	03073A42	DASkullWoodElfFemale	Corrupted Clone	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01076472	03076472	SE32VitharnMatriach	Countess Cirion	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
010786EC	030786EC	SEXPxiditteC1AlchemyZealotTemplate	Zealot Neophyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0107B13B	0307B13B	SE07BGoldenSaintPrivateQuartersGuard02	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0107B1FE	0307B1FE	SE07BGoldenSaintPalaceGuard	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0107B3A6	0307B3A6	SE07BGoldenSaintSiloGuard01	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0107B3A7	0307B3A7	SE07BGoldenSaintSiloGuard02	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0107B3A8	0307B3A8	SE07BGoldenSaintSiloGuard03	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0107B3A9	0307B3A9	SE07BGoldenSaintSiloGuard04	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0107BA7D	0307BA7D	Dark07MercenaryFemale8	Mercenary	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0107BA7F	0307BA7F	Dark07MercenaryFemale4	Mercenary	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0107DB45	0307DB45	SEXPXavaraPatrolTemplate01	Zealot Neophyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0107DB72	0307DB72	SEXPXavaraPatrolTemplate02	Zealot Neophyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0107E205	0307E205	SE07Xirethard01DarkSeducerMissile01	Dark Seducer Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0107E20A	0307E20A	SE07Xirethard01DarkSeducerMissile02	Dark Seducer Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0107E20D	0307E20D	SE07Xirethard01DarkSeducerMelee01	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0107E21F	0307E21F	SE07Xirethard01DarkSeducerMelee02	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0107E220	0307E220	SE07Xirethard01DarkSeducerMelee03	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0107E22D	0307E22D	SE07Xirethard01DarkSeducerMelee04	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0107EBFF	0307EBFF	SE07Xirethard02DarkSeducerMissile01	Dark Seducer Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0107EC00	0307EC00	SE07Xirethard02DarkSeducerMissile02	Dark Seducer Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0108209B	0308209B	XPDireWarrenAlyssa	Alyssa	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01082360	03082360	SEKnottyBramZealot01Live	Zealot Guardian	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01082362	03082362	SEKnottyBramZealot01Dead	Preserved Zealot	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010823B8	030823B8	SESaloniaViria	Salonia Viria	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
010823BC	030823BC	SEGadeneriRalvel	Gadeneri Ralvel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01082574	03082574	SEBrellachGuard	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01082577	03082577	SEPinnacleRockGuard	Dark Seducer Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010825AB	030825AB	SE10GoldenSaintDead	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01082659	03082659	SE10DarkSeducerDead	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010837CF	030837CF	Dark09Gwendolyn	Gwendolyn	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01084A49	03084A49	DANocturnalVoice		OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0108510F	0308510F	FrancineVelain	Francine Velain	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01085110	03085110	Dhola	Dhola	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0108521C	0308521C	Ayisha	Ayisha	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0108521D	0308521D	MensaSelas	Mensa Selas	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0108587F	0308587F	JeanneFrasoricDead	Jeanne Frasoric	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_03
0108592F	0308592F	Dark17Victim1	Unknown Victim	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0108595B	0308595B	RoxyAric	Roxy Aric	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01085969	03085969	MazogatheOrc	Mazoga the Orc	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01086754	03086754	Dark19Murderer2	Dark Brotherhood Murderer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010897E3	030897E3	Tsalajma	Tsalajma	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010897E5	030897E5	Tsramla	Tsramla	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010897E7	030897E7	Sthasa	S'thasa	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0108ADCA	0308ADCA	DAVaerminaVoice	DAVaerminaVoice	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0108ADCB	0308ADCB	Tenville	Tenville	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0108ADCC	0308ADCC	AvieraNirol	Aviera Nirol	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0108DB94	0308DB94	SEHillOfSuicidesGhost02	Ghost	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0108DBF6	0308DBF6	SEPrisonSaintFemaleBoss	Golden Saint Turnkey	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0108DBF7	0308DBF7	SEPrisonSeducerFemaleBoss	Dark Seducer Turnkey	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0108EF7C	0308EF7C	SE04FelldewAddict01	Felldew Addict	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0108F4F0	0308F4F0	SE07EndSeducer01	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0108F4F1	0308F4F1	SE07EndSeducer02	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0108F4F2	0308F4F2	SE07EndSaint01	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0108F4F3	0308F4F3	SE07EndSaint02	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010908AC	030908AC	BanditBlackBowFemale1	Black Bow Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010908AF	030908AF	BanditBlackBowFemale2	Black Bow Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010908B0	030908B0	BanditBlackBowFemale3	Black Bow Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010908B1	030908B1	BanditBlackBowFemale4	Black Bow Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010908B6	030908B6	BanditBlackBowBoss4Female1	Black Bow Ringleader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010908B7	030908B7	BanditBlackBowBoss4Female2	Black Bow Ringleader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010908B8	030908B8	BanditBlackBowBoss4Female3	Black Bow Ringleader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01090AB3	03090AB3	Oleta	Oleta	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010918F2	030918F2	TestPosion	Arena Contestant	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01092A81	03092A81	SEPrisoner2Syl	Prisoner	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01093C66	03093C66	ZahrashaDead	Zahrasha	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01093CCE	03093CCE	TG08MothPriestFemale01	Blind Moth Priest	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01093CCF	03093CCF	TG08MothPriestFemale02	Blind Moth Priest	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01093CD2	03093CD2	TG08MothPriestBossFemale01	Blind Moth Prelate	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01094E81	03094E81	MQ06MythicDawnAnteGuardF03	Mythic Dawn Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01094E82	03094E82	MQ06MythicDawnAnteGuardF02	Mythic Dawn Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01094E84	03094E84	MQ06MythicDawnAnteGuardF01	Mythic Dawn Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01094E85	03094E85	MQ06MythicDawnAcolyteRandom04	Mythic Dawn Acolyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01094E87	03094E87	MQ06MythicDawnAcolyteRandom02	Mythic Dawn Acolyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01095A45	03095A45	MS93Varulae	Varulae	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0109700A	0309700A	Faurinthil	Faurinthil	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0109700C	0309700C	Ashni	Ashni	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0109786B	0309786B	BurMeema	Bur-Meema	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01097CB0	03097CB0	MQ06MythicDawnShrineGuard01	Mythic Dawn Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01098252	03098252	Boroneth	Boroneth	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01098255	03098255	DAAzuraVAmpire02	Afflicted Brethren	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01098256	03098256	DAAzuraVampire03	Afflicted Brethren	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01098257	03098257	DAAzuraVampire04	Afflicted Brethren	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01098258	03098258	DAAzuraVampire05	Afflicted Brethren	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010982A5	030982A5	Rona	Rona	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010982F9	030982F9	BeatriceGene	Beatrice Gene	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010998C2	030998C2	MQ15MythicDawnLowF03	Ascended Immortal	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010998C3	030998C3	MQ15MythicDawnLowF02	Ascended Immortal	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010998C4	030998C4	MQ15MythicDawnLowF01	Ascended Immortal	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01099A6A	03099A6A	MG13Vampire06Assassin	Bloodcrust Vampire	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01099A6D	03099A6D	MG13Vampire09Spellsword	Bloodcrust Vampire	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01099A6F	03099A6F	MG13Vampire07Rogue	Bloodcrust Vampire	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01099A70	03099A70	MG13Vampire08Sorcerer	Bloodcrust Vampire	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010A2ADD	030A2ADD	DABoethiaChosen01	Boethia's Chosen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010A2AE0	030A2AE0	DABoethiaChosen04	Boethia's Chosen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010A2AE3	030A2AE3	DABoethiaChosen07	Boethia's Chosen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010A2AE4	030A2AE4	DABoethiaChosen08	Boethia's Chosen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010A3457	030A3457	BieneAmelionDEAD	Biene Amelion	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010A3832	030A3832	TolvasaSendas	Tolvasa Sendas	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010A713B	030A713B	ArenaHopeful1	Branwen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010ACE6D	030ACE6D	SisterAngrond	Sister Angrond	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010ACE73	030ACE73	SisterPhebeJeanard	Sister Phebe Jeanard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010B11D4	030B11D4	Degil	Degil	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010B11D6	030B11D6	BlancheMastien	Blanche Mastien	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010BB9CB	030BB9CB	Nerussa	Nerussa	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010BE330	030BE330	Courier1	Courier	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
010BE33D	030BE33D	Courier2	Courier	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
010BE340	030BE340	Courier3	Courier	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010BE341	030BE341	Courier4	Courier	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010C526B	030C526B	MQ15MythicDawnACave02	Ascended Immortal	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010C769D	030C769D	MG08Necromancer1	Necromancer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010CD302	030CD302	lyndacartertest	Lynda Carter	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0114683D	0314683D	ArenaICYellowTeamChampion	Yellow Team Champion	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0114C466	0314C466	TG11MothPriestFemale01	Blind Moth Priest	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0114C467	0314C467	TG11MothPriestFemale02	Blind Moth Priest	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0114C46F	0314C46F	TG11MothPriestBossFemale01	Blind Moth Prelate	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0114C715	0314C715	EvangelineBeanique	Evangeline Beanique	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01165CA4	03165CA4	TESTHighElf	Mannimarco	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01177A2B	03177A2B	Sjirra	S'jirra	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0117C465	0317C465	TG11MothPriestPrivateWanderer	Blind Moth Priest	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01185378	03185378	RaelynntheGravefinder	Raelynn the Gravefinder	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01185FE5	03185FE5	MaevatheBuxom	Maeva the Buxom	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0118AD70	0318AD70	LenkaValus	Lenka Valus	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
